z,mass,mass_err,SFR,sSFR,Z_Mannucci,Z_Dopita,deltaZ,Z_R23,Z_NHa,q,surf_bright,HaHb,bdec_frac_err,logR23,logNHa,OIII/OII,NII/OII,OIII/SII,NII/SII,Hbeta_ratio,Hdelta_eqw,D4000,vdisp,A_v
0.081,9.787,0.172,-0.939,-10.726,8.991,9.263,0.272,9.013,8.969,6.947,21.074,3.498,0.076,0.394,-0.468,-1.129,-0.366,-0.454,0.310,0.576,2.978,1.278,46.736,0.285
0.081,10.109,0.183,-0.087,-10.196,8.949,9.039,0.090,8.960,8.938,7.059,20.349,4.590,0.037,0.472,-0.496,-0.933,-0.446,-0.484,0.003,0.472,3.556,1.256,119.781,1.978
0.080,10.370,0.196,-0.624,-10.994,8.944,9.048,0.104,8.908,8.981,6.801,20.867,5.196,0.128,0.539,-0.458,-1.233,-0.508,-0.775,-0.050,0.899,-0.811,1.375,86.888,1.710
0.093,9.823,0.163,-0.211,-10.034,8.945,9.011,0.066,8.988,8.903,7.033,20.801,4.272,0.040,0.432,-0.531,-0.958,-0.452,-0.551,-0.045,0.516,5.344,1.185,36.632,0.902
0.092,10.560,0.204,0.145,-10.415,9.019,9.191,0.171,9.012,9.027,7.020,20.394,5.816,0.060,0.396,-0.421,-1.058,-0.322,-0.563,0.173,0.761,3.450,1.327,122.516,2.346
0.085,9.958,0.153,-0.521,-10.479,8.752,8.711,-0.041,8.692,8.812,7.096,20.671,3.927,0.055,0.744,-0.628,-0.661,-0.799,-0.106,-0.245,0.814,5.337,1.249,52.134,2.080
0.144,10.868,0.215,-0.050,-10.919,8.850,9.151,0.301,8.850,0.000,6.910,19.915,4.514,0.107,0.605,-0.341,-1.139,-0.427,-0.599,0.113,1.844,2.355,1.448,141.168,0.388
0.125,10.339,0.168,0.270,-10.069,9.005,9.121,0.116,9.025,8.985,7.343,20.221,4.294,0.035,0.375,-0.454,-0.754,-0.262,-0.363,0.129,0.567,5.634,1.237,85.817,2.059
0.084,9.903,0.180,-1.021,-10.924,8.776,8.759,-0.018,8.772,8.781,7.151,21.378,3.404,0.088,0.681,-0.664,-0.621,-0.764,-0.046,-0.190,0.591,4.287,1.279,77.857,1.566
0.116,10.136,0.159,0.246,-9.890,8.829,8.884,0.056,8.801,8.857,7.134,20.594,4.389,0.032,0.655,-0.579,-0.699,-0.674,-0.106,-0.082,0.393,5.608,1.153,95.517,0.984
0.164,10.148,0.180,0.608,-9.540,8.897,9.022,0.125,8.874,8.921,7.048,21.052,5.010,0.050,0.579,-0.513,-0.872,-0.556,-0.293,0.024,0.347,8.223,1.245,257.492,2.344
0.166,10.776,0.200,0.387,-10.388,8.875,9.190,0.315,8.875,0.000,6.843,20.617,5.793,0.145,0.577,-0.333,-1.217,-0.446,-0.609,0.161,0.712,3.723,1.328,171.573,0.908
0.073,9.838,0.191,-0.599,-10.437,8.780,8.779,-0.001,8.727,8.834,7.143,20.540,3.409,0.035,0.718,-0.604,-0.638,-0.753,-0.058,-0.173,0.406,6.590,1.241,79.631,1.449
0.081,10.545,0.192,-0.181,-10.726,8.973,8.968,-0.005,8.949,8.998,7.378,20.308,5.486,0.066,0.486,-0.444,-0.666,-0.359,-0.358,-0.051,0.920,5.059,1.374,82.290,1.889
0.073,10.003,0.164,-0.329,-10.331,8.951,9.024,0.073,8.998,8.904,7.090,20.515,3.949,0.030,0.417,-0.530,-0.912,-0.424,-0.510,-0.021,0.329,5.666,1.222,76.643,1.356
0.098,10.287,0.184,-0.310,-10.597,9.092,9.202,0.110,9.092,0.000,7.357,20.398,3.687,0.045,0.261,-0.358,-0.806,-0.089,-0.518,0.200,0.604,5.798,1.211,78.051,1.026
0.213,10.498,0.317,0.427,-10.071,8.876,8.909,0.032,8.846,8.907,7.416,21.206,3.905,0.089,0.609,-0.527,-0.511,-0.537,-0.014,-0.040,0.193,1.103,1.173,232.398,0.665
0.116,10.579,0.192,0.150,-10.429,9.083,9.219,0.136,9.115,9.051,7.404,19.839,4.373,0.045,0.218,-0.403,-0.774,-0.084,-0.450,0.241,0.695,4.101,1.292,122.328,0.936
0.087,9.775,0.166,-0.541,-10.316,8.930,9.015,0.084,8.923,8.938,7.318,20.609,3.204,0.036,0.520,-0.496,-0.656,-0.451,-0.161,0.043,0.404,5.339,1.220,49.183,0.806
0.074,9.454,0.218,-0.799,-10.253,8.678,8.553,-0.125,8.635,8.720,7.161,21.344,3.242,0.039,0.783,-0.736,-0.514,-0.909,0.034,-0.362,0.292,5.703,1.167,0.000,0.330
0.086,10.822,0.201,0.268,-10.554,8.825,8.980,0.156,8.719,8.931,7.270,20.493,5.252,0.029,0.725,-0.503,-0.569,-0.638,0.131,0.062,0.224,2.708,1.362,184.122,1.629
0.088,10.280,0.190,0.025,-10.255,8.966,9.081,0.115,8.934,8.998,7.018,20.576,5.117,0.048,0.505,-0.444,-0.986,-0.437,-0.500,0.049,0.425,3.666,1.218,80.640,1.690
0.143,10.461,0.178,0.211,-10.250,9.013,9.138,0.125,9.056,8.971,7.250,20.764,4.389,0.048,0.324,-0.466,-0.841,-0.250,-0.462,0.128,0.388,5.208,1.259,81.540,0.974
0.088,10.170,0.185,-0.159,-10.329,8.916,8.981,0.065,8.913,8.919,7.107,20.572,4.559,0.048,0.533,-0.515,-0.829,-0.522,-0.342,-0.035,0.468,4.439,1.256,91.292,1.262
0.077,9.731,0.163,-1.044,-10.775,8.847,8.736,-0.111,8.851,8.843,7.215,20.940,2.992,0.049,0.604,-0.593,-0.638,-0.625,-0.266,-0.253,0.490,4.041,1.263,48.039,0.396
0.094,10.233,0.188,-0.499,-10.732,8.895,8.957,0.062,8.886,8.903,7.297,20.951,4.218,0.083,0.565,-0.530,-0.628,-0.519,-0.123,-0.013,0.738,5.240,1.330,80.803,1.102
0.079,9.757,0.166,-0.475,-10.232,8.847,8.852,0.005,8.833,8.861,7.086,20.981,3.902,0.039,0.623,-0.574,-0.765,-0.657,-0.250,-0.142,0.415,6.414,1.157,90.932,0.926
0.082,10.104,0.205,0.885,-9.219,8.845,9.052,0.206,8.800,8.891,7.561,20.014,5.789,0.015,0.655,-0.543,-0.388,-0.553,0.355,0.191,0.139,6.232,1.189,85.199,2.179
0.095,9.914,0.259,0.020,-9.894,8.900,8.972,0.072,8.935,8.865,7.206,20.618,3.660,0.024,0.505,-0.569,-0.717,-0.520,-0.214,-0.017,0.221,6.285,1.119,101.188,1.019
0.099,9.813,0.143,-0.339,-10.152,8.794,8.789,-0.005,8.758,8.830,7.243,20.452,3.263,0.030,0.693,-0.608,-0.553,-0.705,0.000,-0.152,0.505,5.959,1.158,0.000,0.670
0.081,10.797,0.206,0.925,-9.872,8.977,9.187,0.210,8.977,0.000,7.337,19.178,6.174,0.018,0.447,-0.340,-0.770,-0.241,-0.296,0.233,0.348,5.589,1.261,141.376,2.268
0.094,10.591,0.191,-0.354,-10.944,9.084,9.155,0.072,9.163,9.004,7.581,20.138,4.295,0.068,0.120,-0.438,-0.679,0.027,-0.585,0.121,0.878,3.989,1.341,94.488,0.977
0.088,10.124,0.189,-0.413,-10.538,8.935,9.035,0.101,8.964,8.905,7.013,20.865,4.692,0.089,0.465,-0.529,-0.956,-0.491,-0.463,0.003,0.965,3.349,1.281,81.637,1.490
0.095,10.150,0.190,-0.090,-10.241,8.861,9.015,0.154,8.861,0.000,7.300,20.304,4.557,0.040,0.593,-0.389,-0.689,-0.429,-0.231,0.029,0.839,6.042,1.276,71.337,1.867
0.098,10.185,0.176,-0.124,-10.309,9.022,9.121,0.098,9.065,8.980,7.234,20.569,3.961,0.036,0.309,-0.459,-0.866,-0.235,-0.542,0.089,0.357,6.551,1.197,56.944,1.339
0.080,10.039,0.190,-0.294,-10.334,9.102,9.234,0.131,9.205,9.000,7.307,20.338,4.249,0.039,0.027,-0.442,-0.876,0.044,-0.726,0.194,0.508,3.099,1.269,81.852,1.098
0.089,10.241,0.189,-0.504,-10.745,9.022,9.138,0.116,9.022,0.000,7.432,20.397,3.949,0.057,0.379,-0.310,-0.737,-0.134,-0.479,0.124,0.688,4.113,1.416,98.824,0.742
0.173,10.894,0.286,-0.077,-10.972,8.925,9.068,0.143,8.925,0.000,7.363,21.299,4.266,0.118,0.518,-0.385,-0.689,-0.342,-0.260,0.087,0.431,2.258,1.283,70.163,0.808
0.095,10.512,0.198,0.084,-10.428,9.004,9.211,0.208,9.004,0.000,7.172,20.392,5.011,0.041,0.408,-0.305,-0.950,-0.187,-0.560,0.203,0.520,3.507,1.333,109.180,2.286
0.072,9.465,0.315,-0.220,-9.686,8.625,8.576,-0.048,8.630,8.619,7.365,20.780,3.192,0.017,0.786,-0.862,-0.273,-0.956,0.403,-0.279,0.111,6.105,1.050,84.953,0.843
0.090,10.506,0.188,-0.023,-10.529,8.958,9.107,0.149,8.876,9.040,6.960,20.556,5.511,0.062,0.577,-0.411,-1.035,-0.480,-0.466,0.089,0.628,2.170,1.327,106.163,1.574
0.081,9.645,0.134,-0.544,-10.189,8.735,8.763,0.028,8.683,8.787,7.050,21.002,4.110,0.059,0.751,-0.657,-0.679,-0.851,-0.006,-0.179,0.604,5.898,1.250,57.807,1.117
0.090,10.068,0.170,-0.461,-10.529,8.989,9.227,0.238,8.973,9.004,6.654,21.015,4.304,0.072,0.452,-0.438,-1.513,-0.415,-0.970,0.128,0.573,5.712,1.374,23.872,1.431
0.080,10.062,0.178,-0.220,-10.282,9.039,9.121,0.082,9.039,9.039,7.370,20.108,3.918,0.031,0.352,-0.412,-0.750,-0.222,-0.408,0.119,0.513,4.979,1.324,68.021,0.952
0.127,10.470,0.192,0.286,-10.184,9.030,9.195,0.164,9.070,8.991,7.422,20.215,4.659,0.042,0.300,-0.449,-0.725,-0.184,-0.297,0.244,0.688,5.028,1.276,77.758,2.019
0.088,9.884,0.226,-0.185,-10.069,8.740,8.702,-0.038,8.741,8.739,7.265,20.568,3.577,0.027,0.707,-0.713,-0.466,-0.801,0.124,-0.211,0.314,4.525,1.160,92.202,1.257
0.139,10.763,0.200,0.482,-10.281,9.038,9.275,0.238,9.038,0.000,7.027,20.172,5.701,0.070,0.354,-0.329,-1.119,-0.167,-0.688,0.264,0.746,3.120,1.402,154.927,0.914
0.092,10.749,0.185,-0.002,-10.752,9.136,9.280,0.144,9.136,0.000,7.464,19.634,4.537,0.043,0.175,-0.384,-0.754,-0.011,-0.381,0.362,0.811,4.967,1.314,100.044,0.882
0.092,10.160,0.181,-0.294,-10.454,8.983,9.087,0.103,8.990,8.976,7.240,20.392,4.296,0.054,0.428,-0.462,-0.805,-0.335,-0.389,0.081,0.637,3.987,1.292,40.756,0.805
0.088,10.047,0.175,-0.927,-10.974,8.964,9.006,0.042,8.954,8.974,7.129,21.242,3.841,0.125,0.479,-0.463,-0.868,-0.428,-0.474,-0.035,1.004,4.491,1.267,0.000,1.417
0.095,10.126,0.164,-0.219,-10.345,8.950,9.042,0.092,8.968,8.933,7.105,20.492,4.175,0.043,0.461,-0.501,-0.889,-0.436,-0.436,0.017,0.583,5.660,1.212,55.116,0.596
0.079,10.484,0.184,-0.514,-10.999,9.013,9.243,0.230,9.032,8.994,6.887,20.145,4.826,0.096,0.363,-0.447,-1.233,-0.316,-0.704,0.212,1.844,2.674,1.423,142.112,0.692
0.092,9.772,0.129,0.063,-9.708,8.820,8.833,0.014,8.824,8.816,7.404,19.944,3.548,0.019,0.632,-0.623,-0.455,-0.634,0.085,-0.095,0.407,7.110,1.159,71.498,0.702
0.091,10.164,0.184,-0.263,-10.426,8.876,8.978,0.102,8.835,8.917,7.109,20.607,4.639,0.054,0.621,-0.516,-0.779,-0.594,-0.191,-0.006,0.734,4.497,1.331,52.840,0.843
0.081,9.791,0.162,-0.674,-10.465,8.845,8.897,0.052,8.827,8.863,7.004,20.956,3.632,0.047,0.629,-0.572,-0.849,-0.667,-0.288,-0.106,0.485,4.633,1.231,24.667,0.555
0.090,10.402,0.190,-0.570,-10.972,8.983,9.175,0.193,8.966,9.000,6.883,20.783,4.619,0.092,0.463,-0.442,-1.191,-0.402,-0.660,0.129,0.990,2.715,1.361,91.772,1.136
0.092,10.616,0.185,-0.168,-10.783,9.004,9.148,0.144,9.004,0.000,7.277,19.656,4.271,0.050,0.408,-0.353,-0.834,-0.217,-0.481,0.136,1.027,3.447,1.384,127.412,0.630
0.085,10.233,0.189,-0.505,-10.738,9.005,9.158,0.153,9.007,9.002,7.557,20.379,4.726,0.109,0.402,-0.440,-0.596,-0.251,-0.109,0.237,1.173,0.660,1.424,95.521,0.450
0.125,10.719,0.267,0.386,-10.333,9.014,9.095,0.080,8.968,9.061,7.231,20.776,5.745,0.052,0.461,-0.397,-0.815,-0.336,-0.387,0.092,0.676,4.881,1.288,82.898,2.026
0.085,10.043,0.199,-0.868,-10.911,8.942,9.012,0.071,8.949,8.934,6.852,21.358,4.042,0.135,0.486,-0.500,-1.167,-0.503,-0.750,-0.087,0.807,3.039,1.285,47.420,2.032
0.088,10.316,0.180,-0.156,-10.472,8.998,9.099,0.102,9.037,8.958,7.149,20.257,4.432,0.039,0.356,-0.478,-0.908,-0.321,-0.520,0.067,0.748,4.323,1.267,56.974,0.918
0.088,10.088,0.191,-0.677,-10.764,8.860,9.005,0.144,8.817,8.903,7.014,21.069,4.762,0.114,0.639,-0.531,-0.858,-0.638,-0.196,0.024,0.863,1.192,1.431,93.117,0.535
0.091,9.965,0.164,-0.258,-10.224,8.868,8.970,0.102,8.791,8.946,7.124,20.686,3.876,0.032,0.664,-0.489,-0.755,-0.605,-0.157,-0.007,0.443,7.504,1.123,47.751,0.741
0.171,11.097,0.206,0.285,-10.812,9.075,9.252,0.177,9.135,9.014,7.474,20.110,4.292,0.054,0.177,-0.430,-0.742,-0.029,-0.409,0.304,0.828,4.281,1.418,126.909,0.997
0.073,10.188,0.187,-0.099,-10.287,8.891,9.049,0.158,8.772,9.010,6.932,20.421,5.407,0.042,0.680,-0.434,-0.995,-0.602,-0.349,0.044,0.547,3.546,1.249,94.913,1.872
0.172,10.796,0.206,0.031,-10.765,9.125,9.310,0.186,9.125,0.000,7.325,20.887,3.792,0.067,0.199,-0.329,-0.855,0.027,-0.501,0.381,0.473,2.979,1.333,113.337,1.275
0.073,10.170,0.166,-0.304,-10.474,8.932,9.082,0.150,8.925,8.939,6.992,20.351,4.786,0.049,0.518,-0.496,-0.972,-0.502,-0.396,0.074,0.602,5.449,1.309,113.492,1.173
0.126,10.116,0.131,0.293,-9.823,8.910,8.943,0.033,8.878,8.942,7.378,19.594,3.640,0.024,0.574,-0.492,-0.584,-0.483,-0.130,-0.029,0.672,7.639,1.099,54.847,0.870
0.168,11.278,0.229,0.480,-10.798,8.875,9.222,0.346,8.875,0.000,7.082,20.721,5.774,0.112,0.577,-0.345,-0.934,-0.403,-0.226,0.305,0.809,3.887,1.518,182.563,1.813
0.088,10.091,0.175,-0.335,-10.426,8.986,9.051,0.065,9.010,8.961,7.089,20.839,4.544,0.050,0.398,-0.475,-0.954,-0.355,-0.609,-0.010,0.602,5.695,1.250,58.053,0.792
0.073,10.214,0.194,-0.128,-10.342,8.955,9.081,0.126,8.895,9.016,6.984,20.503,5.495,0.044,0.555,-0.429,-1.003,-0.476,-0.470,0.057,0.587,4.122,1.266,97.409,1.713
0.087,10.084,0.177,-0.616,-10.700,9.058,9.227,0.170,9.058,0.000,7.210,20.563,3.553,0.045,0.321,-0.334,-0.935,-0.121,-0.599,0.216,0.605,4.980,1.370,70.371,0.877
0.082,10.256,0.215,0.317,-9.938,8.978,9.115,0.136,8.991,8.966,7.107,19.760,4.374,0.019,0.427,-0.471,-0.921,-0.379,-0.438,0.105,0.304,5.662,1.145,91.675,1.131
0.081,9.924,0.172,-0.523,-10.447,8.919,8.969,0.050,8.894,8.944,6.981,21.000,4.355,0.054,0.556,-0.491,-0.968,-0.535,-0.518,-0.085,0.641,5.646,1.303,76.905,1.092
0.088,10.512,0.173,-0.272,-10.784,9.014,9.176,0.162,9.069,8.960,7.141,20.280,4.814,0.052,0.302,-0.476,-0.948,-0.263,-0.522,0.162,1.060,4.274,1.331,65.745,0.870
0.088,10.246,0.176,-0.452,-10.698,9.008,9.174,0.166,9.065,8.952,7.223,20.595,4.662,0.079,0.308,-0.484,-0.868,-0.254,-0.433,0.181,0.800,1.728,1.360,66.577,0.847
0.084,9.757,0.166,-0.584,-10.342,8.898,8.959,0.060,8.847,8.950,7.079,20.780,3.829,0.051,0.609,-0.485,-0.834,-0.562,-0.326,-0.054,0.513,4.781,1.269,100.839,-0.137
0.085,9.920,0.165,-0.456,-10.376,8.933,9.082,0.150,8.941,8.924,6.909,20.925,4.149,0.051,0.497,-0.509,-1.090,-0.501,-0.549,0.040,0.555,6.157,1.222,54.356,1.092
0.107,10.195,0.204,0.186,-10.009,9.034,9.146,0.112,9.105,8.963,7.193,20.388,4.240,0.029,0.236,-0.474,-0.929,-0.187,-0.646,0.096,0.378,5.504,1.153,69.816,1.202
0.074,9.964,0.817,-0.857,-10.821,8.830,8.752,-0.078,8.841,8.819,7.169,21.192,3.308,0.043,0.614,-0.620,-0.662,-0.669,-0.222,-0.229,0.384,3.741,1.125,39.006,0.999
0.087,10.545,0.188,-0.323,-10.868,9.053,9.141,0.088,9.139,8.967,7.302,20.049,4.527,0.057,0.169,-0.469,-0.843,-0.111,-0.641,0.091,0.946,3.991,1.323,105.862,1.359
0.089,10.032,0.182,-0.298,-10.330,9.050,9.207,0.157,9.088,9.012,7.235,20.460,4.375,0.046,0.268,-0.432,-0.890,-0.177,-0.502,0.211,0.629,5.922,1.292,59.608,1.196
0.084,9.435,0.157,-0.470,-9.905,8.762,8.716,-0.046,8.774,8.750,7.305,21.250,3.334,0.027,0.679,-0.700,-0.459,-0.758,0.096,-0.203,0.173,5.993,1.131,22.242,0.565
0.110,11.001,0.195,0.302,-10.699,9.024,9.218,0.194,8.991,9.056,6.900,19.634,5.793,0.065,0.426,-0.400,-1.213,-0.323,-0.716,0.174,1.239,2.192,1.448,188.784,1.407
0.092,10.136,0.208,-0.692,-10.828,8.910,8.996,0.087,8.948,8.871,7.026,21.475,5.143,0.163,0.487,-0.563,-0.931,-0.505,-0.473,-0.046,0.842,5.952,1.185,52.438,0.910
0.165,10.835,0.194,-0.028,-10.864,8.985,9.127,0.141,9.035,8.935,7.394,20.906,4.652,0.123,0.358,-0.499,-0.703,-0.276,-0.268,0.158,1.049,2.596,1.388,97.489,1.303
0.078,10.363,0.203,-0.607,-10.970,8.797,9.012,0.215,8.797,0.000,7.039,20.713,5.601,0.136,0.658,-0.382,-0.923,-0.495,-0.451,-0.023,1.653,1.389,1.529,68.191,1.557
0.081,9.926,0.145,-0.659,-10.585,8.947,8.968,0.021,8.917,8.977,7.247,20.531,3.159,0.033,0.528,-0.461,-0.729,-0.436,-0.340,-0.048,0.492,4.489,1.220,39.754,1.040
0.110,10.027,0.175,-0.385,-10.412,8.864,8.827,-0.038,8.858,8.870,7.113,21.089,4.184,0.070,0.596,-0.564,-0.760,-0.617,-0.324,-0.180,0.962,4.315,1.206,93.835,1.705
0.228,10.565,0.256,0.690,-9.875,8.893,8.979,0.086,8.867,8.918,7.420,20.942,4.012,0.031,0.586,-0.516,-0.533,-0.503,0.005,0.035,0.221,4.764,1.115,45.935,1.760
0.087,9.913,0.167,0.061,-9.853,8.966,9.056,0.090,8.963,8.969,7.121,20.232,4.399,0.026,0.466,-0.468,-0.889,-0.408,-0.451,0.031,0.408,6.000,1.212,90.825,1.675
0.174,11.128,0.198,0.695,-10.433,9.022,9.155,0.133,9.106,8.937,7.362,20.171,4.927,0.046,0.234,-0.497,-0.768,-0.196,-0.411,0.161,0.459,2.922,1.345,202.631,1.266
0.081,10.591,0.223,-0.351,-10.942,8.878,9.115,0.237,8.789,8.967,6.828,20.890,6.254,0.130,0.665,-0.470,-1.119,-0.631,-0.366,0.122,1.459,4.179,1.480,102.904,2.171
0.086,10.063,0.164,-0.066,-10.130,8.901,8.952,0.051,8.897,8.905,7.074,20.556,4.423,0.032,0.552,-0.528,-0.850,-0.545,-0.377,-0.071,0.413,6.046,1.182,50.582,1.807
0.089,10.416,0.189,-0.218,-10.635,9.029,9.154,0.125,8.988,9.070,7.184,20.521,4.658,0.048,0.431,-0.390,-0.887,-0.294,-0.439,0.154,0.622,3.903,1.292,61.919,1.346
0.082,9.649,0.156,-1.075,-10.724,8.814,8.718,-0.096,8.804,8.823,7.058,21.450,3.280,0.071,0.651,-0.615,-0.758,-0.715,-0.325,-0.282,0.637,2.658,1.296,39.529,0.621
0.087,10.598,0.209,1.024,-9.573,8.923,9.078,0.155,8.837,9.010,7.192,19.255,5.607,0.014,0.619,-0.434,-0.746,-0.503,-0.111,0.132,0.248,5.945,1.151,122.786,2.375
0.081,10.612,0.186,0.290,-10.322,9.011,9.227,0.216,9.011,0.000,7.186,19.911,5.914,0.037,0.397,-0.341,-0.924,-0.216,-0.456,0.252,0.667,5.090,1.310,91.158,2.098
0.082,10.189,0.187,-0.314,-10.503,8.947,9.058,0.111,8.916,8.979,7.015,20.275,5.142,0.066,0.529,-0.459,-0.961,-0.479,-0.449,0.033,1.653,3.961,1.352,86.628,1.027
0.165,10.942,0.203,0.411,-10.531,9.004,9.290,0.286,9.067,8.941,7.068,20.269,5.397,0.074,0.305,-0.494,-1.021,-0.279,-0.350,0.392,1.035,2.556,1.425,108.731,0.847
0.125,10.499,0.193,-0.264,-10.763,9.032,9.167,0.135,9.032,0.000,6.953,20.755,5.346,0.176,0.363,-0.386,-1.113,-0.380,-0.601,0.132,2.097,0.436,1.388,94.441,1.296
0.081,10.035,0.187,-0.158,-10.193,8.925,8.973,0.048,8.943,8.907,7.052,20.110,3.921,0.027,0.494,-0.526,-0.908,-0.496,-0.485,-0.073,0.477,5.261,1.229,72.173,1.226
0.087,10.997,0.182,0.820,-10.177,8.996,9.267,0.270,8.996,0.000,7.078,19.049,5.920,0.022,0.419,-0.352,-1.020,-0.261,-0.439,0.320,0.508,5.153,1.252,157.843,2.141
0.081,10.790,0.187,0.072,-10.719,9.017,9.150,0.133,8.984,9.050,7.478,20.085,5.355,0.043,0.437,-0.404,-0.632,-0.280,-0.132,0.221,0.576,2.418,1.375,132.716,1.524
0.092,10.544,0.200,0.492,-10.052,8.992,9.158,0.166,8.976,9.008,6.956,20.279,5.885,0.028,0.448,-0.435,-1.108,-0.381,-0.606,0.120,0.368,4.803,1.246,118.814,2.391
0.087,10.569,0.877,0.427,-10.142,8.916,9.040,0.123,8.860,8.972,7.323,19.931,4.020,0.015,0.594,-0.465,-0.630,-0.485,-0.048,0.097,0.198,4.266,1.099,144.231,1.717
0.169,10.244,0.339,1.212,-9.032,8.804,8.882,0.078,8.825,8.782,7.674,19.868,3.742,0.012,0.631,-0.662,-0.275,-0.604,0.325,-0.005,0.079,4.115,1.024,78.602,0.768
0.140,10.364,0.173,0.001,-10.363,9.054,9.151,0.096,9.139,8.970,7.434,20.880,4.096,0.051,0.170,-0.467,-0.747,-0.103,-0.511,0.133,0.622,5.378,1.232,60.771,1.247
0.125,10.463,0.203,0.312,-10.151,8.971,9.165,0.194,8.971,0.000,7.136,20.670,5.605,0.058,0.456,-0.379,-0.924,-0.319,-0.437,0.167,0.697,4.516,1.216,83.861,1.685
0.094,10.092,0.181,-0.300,-10.392,8.945,9.063,0.118,8.931,8.960,6.993,20.708,4.215,0.049,0.510,-0.476,-0.992,-0.472,-0.490,0.030,0.668,5.389,1.317,62.638,0.990
0.169,10.818,0.198,0.872,-9.947,8.973,9.144,0.171,9.006,8.941,7.067,20.432,6.302,0.059,0.404,-0.494,-0.973,-0.368,-0.471,0.134,0.548,3.903,1.278,130.020,1.803
0.170,10.821,0.208,0.302,-10.519,8.934,8.753,-0.181,8.860,9.009,7.126,20.642,5.617,0.156,0.594,-0.435,-0.831,-0.488,-0.663,-0.319,0.999,2.922,1.388,167.317,1.540
0.081,10.465,0.203,-0.406,-10.871,8.935,9.183,0.248,8.935,0.000,7.126,20.291,5.344,0.099,0.505,-0.388,-0.909,-0.364,-0.325,0.219,1.884,1.394,1.563,84.870,1.465
0.079,10.405,0.180,-0.140,-10.545,9.012,9.206,0.194,9.010,9.014,6.952,20.105,4.937,0.045,0.398,-0.431,-1.145,-0.326,-0.643,0.176,0.838,5.437,1.318,95.089,1.885
0.088,10.645,0.189,-0.165,-10.810,9.075,9.252,0.177,9.108,9.042,7.222,19.966,4.560,0.047,0.230,-0.409,-0.922,-0.127,-0.523,0.272,0.919,3.787,1.382,133.055,1.303
0.134,10.246,0.165,0.436,-9.811,8.939,9.002,0.063,8.932,8.947,7.279,19.990,3.871,0.022,0.508,-0.488,-0.701,-0.438,-0.255,0.008,0.419,6.900,1.195,84.916,0.958
0.097,10.183,0.218,0.308,-9.875,8.882,8.961,0.079,8.861,8.903,7.073,20.668,5.111,0.028,0.593,-0.530,-0.826,-0.584,-0.285,-0.043,0.313,6.366,1.212,147.694,2.030
0.092,10.714,0.180,0.184,-10.530,9.053,9.260,0.207,9.138,8.968,7.130,20.245,5.468,0.039,0.171,-0.469,-1.012,-0.129,-0.626,0.258,0.451,5.976,1.225,99.667,1.236
0.094,10.074,0.199,-0.473,-10.547,8.923,9.009,0.086,8.909,8.937,6.992,21.038,4.192,0.062,0.538,-0.497,-0.961,-0.521,-0.470,-0.031,0.428,5.960,1.286,43.383,0.453
0.081,9.971,0.159,-0.201,-10.172,8.982,9.079,0.097,8.989,8.975,7.045,20.246,4.408,0.036,0.430,-0.462,-0.993,-0.376,-0.589,0.027,0.553,3.803,1.247,81.422,0.609
0.094,9.759,0.152,-0.522,-10.281,8.817,8.799,-0.018,8.841,8.793,7.052,21.091,3.760,0.046,0.614,-0.649,-0.759,-0.725,-0.218,-0.185,0.424,5.074,1.346,47.315,0.432
0.098,10.166,0.196,-0.600,-10.766,8.918,9.056,0.138,8.825,9.012,6.744,21.235,4.957,0.136,0.631,-0.432,-1.274,-0.575,-0.728,-0.030,0.699,3.805,1.555,73.720,0.040
0.086,10.349,0.193,-0.008,-10.357,9.017,9.155,0.137,9.054,8.980,7.081,20.591,5.134,0.049,0.327,-0.458,-1.003,-0.286,-0.601,0.117,0.344,5.647,1.338,73.902,1.956
0.116,10.443,0.190,0.187,-10.255,9.010,9.177,0.167,8.994,9.026,7.078,20.150,4.719,0.057,0.423,-0.421,-0.972,-0.347,-0.442,0.182,0.553,3.795,1.285,111.913,1.064
0.096,10.394,0.188,0.178,-10.216,9.034,9.155,0.122,9.034,0.000,7.241,20.247,4.406,0.038,0.361,-0.348,-0.875,-0.198,-0.547,0.130,0.284,3.361,1.270,100.494,1.791
0.090,10.260,0.195,-0.183,-10.443,9.001,9.190,0.189,9.001,0.000,7.159,20.407,4.539,0.053,0.412,-0.379,-0.928,-0.266,-0.466,0.196,0.604,4.546,1.251,75.451,1.972
0.095,10.404,0.190,-0.548,-10.952,9.063,9.229,0.166,9.186,8.940,7.261,20.555,3.987,0.083,0.070,-0.495,-0.910,-0.045,-0.661,0.204,0.672,3.321,1.360,64.584,0.910
0.088,10.347,0.177,-0.197,-10.544,9.017,9.172,0.156,9.083,8.951,7.318,20.466,4.585,0.059,0.277,-0.485,-0.796,-0.220,-0.386,0.190,0.517,3.685,1.283,73.576,1.126
0.096,10.436,0.204,-0.347,-10.783,9.080,9.186,0.106,9.201,8.959,7.289,20.662,4.600,0.082,0.036,-0.477,-0.875,-0.029,-0.715,0.131,0.832,5.198,1.412,43.811,1.930
0.163,10.870,0.239,0.525,-10.345,8.825,9.133,0.309,8.825,0.000,6.964,20.529,6.491,0.140,0.631,-0.383,-1.019,-0.494,-0.385,0.140,1.340,2.555,1.301,101.437,1.708
